PERMX	PERMY	PERMZ	Dates	Qoil(m3\day)	Qoil(t\day)	Qliq(m3\day)	Qcum_oil(m3)	Qcum_oil(t)	Qcum_wat
14	22	2.5	44136.00	264.510943	227.479411	389.257561	95694.4002	82297.18418	136992.3568
14	22	2.5	44166.00	265.307019	228.164036	389.232085	103653.6108	89142.10527	148669.3193
14	22	2.5	44197.00	265.408543	228.251347	388.513713	111881.2756	96217.89703	160713.2444
14	22	2.5	44228.00	264.72568	227.664084	387.027993	120087.7717	103275.4836	172711.1122
14	22	2.5	44256.00	263.569434	226.669713	385.16323	127467.7158	109622.2356	183495.6826
14	22	2.5	44287.00	261.782576	225.133016	382.615152	135582.9757	116601.3591	195356.7524
14	22	2.5	44317.00	259.731909	223.369442	379.849591	143374.9329	123302.4423	206752.2401
14	22	2.5	44348.00	257.421606	221.382581	376.823011	151355.0027	130165.3024	218433.7534
14	22	2.5	44378.00	255.116514	219.400201	373.853388	159008.4981	136747.3084	229649.3551
14	22	2.5	44409.00	252.750939	217.365807	370.823237	166843.7772	143485.6484	241144.8754
14	22	2.5	44440.00	250.451177	215.388012	367.877556	174607.7637	150162.6768	252549.0797
14	22	2.5	44470.00	248.310998	213.547459	365.13914	182057.0937	156569.1006	263503.2539
14	22	2.5	44501.00	246.196455	211.728951	362.431012	189689.1838	163132.698	274738.6152
14	22	2.5	44531.00	244.254637	210.058989	359.932472	197016.8229	169434.4677	285536.5894
14	22	2.5	44562.00	242.348271	208.419513	357.468028	204529.6193	175895.4726	296618.0983
14	22	2.5	44593.00	240.536168	206.861105	355.11312	211986.2405	182308.1668	307626.605
14	22	2.5	44621.00	238.973522	205.517229	353.071854	218677.4991	188062.6492	317512.6169
14	22	2.5	44652.00	237.32555	204.099973	350.907676	226034.5911	194389.7484	328390.7548
14	22	2.5	44682.00	235.800722	202.788621	348.895551	233108.6128	200473.407	338857.6214
14	22	2.5	44713.00	234.291765	201.490917	346.896656	240371.6575	206719.6255	349611.4177
14	22	2.5	44743.00	232.888357	200.283987	345.031951	247358.3082	212728.1451	359962.3762
14	22	2.5	44774.00	231.491838	199.08298	343.170859	254534.5552	218899.7175	370600.6728
14	22	2.5	44805.00	230.145187	197.92486	341.37102	261669.056	225035.3881	381183.1745
14	22	2.5	44835.00	228.888164	196.843821	339.685266	268535.7009	230940.7028	391373.7325
14	22	2.5	44866.00	227.635784	195.766774	337.999831	275592.4102	237009.4728	401851.7272
14	22	2.5	44896.00	226.462883	194.75808	336.416616	282386.2967	242852.2152	411944.2257
14	22	2.5	44927.00	225.284836	193.744958	334.823048	289370.1266	248858.3089	422323.7402
14	22	2.5	44958.00	224.138475	192.759089	333.26959	296318.4193	254833.8406	432655.0975
14	22	2.5	44986.00	223.127448	191.889605	331.897217	302565.9879	260206.7496	441948.2196
14	22	2.5	45017.00	222.035816	190.950802	330.412623	309449.0981	266126.2244	452191.0109
14	22	2.5	45047.00	221.004339	190.063732	329.007364	316079.2283	271828.1364	462061.2318
14	22	2.5	45078.00	219.963683	189.168767	327.587056	322898.1025	277692.3682	472216.4305
14	22	2.5	45108.00	218.979249	188.322155	326.241369	329467.48	283342.0328	482003.6716
14	22	2.5	45139.00	217.985021	187.467119	324.880316	336225.0157	289153.5135	492074.9614
14	22	2.5	45170.00	217.013454	186.63157	323.547924	342952.4327	294939.0921	502104.9471
14	22	2.5	45200.00	216.094289	185.841088	322.284822	349435.2614	300514.3248	511773.4917
14	22	2.5	45231.00	215.167097	185.043703	321.007758	356105.4414	306250.6796	521724.7322
14	22	2.5	45261.00	214.290368	184.289716	319.797623	362534.1524	311779.3711	531318.6609
14	22	2.5	45292.00	213.403317	183.526852	318.571496	369149.6552	317468.7035	541194.3773
14	22	2.5	45323.00	212.535064	182.780155	317.369544	375738.2422	323134.8883	551032.8332
14	22	2.5	45352.00	211.739821	182.096246	316.266676	381878.697	328415.6794	560204.5668
14	22	2.5	45383.00	210.907929	181.380819	315.110972	388416.8428	334038.4848	569973.0069
14	22	2.5	45413.00	210.119278	180.702579	314.01366	394720.4212	339459.5622	579393.4167
14	22	2.5	45444.00	209.321156	180.016194	312.901445	401209.377	345040.0642	589093.3615
14	22	2.5	45474.00	208.564062	179.365094	311.844838	407466.2989	350421.0171	598448.7066
14	22	2.5	45505.00	207.797376	178.705744	310.773238	413908.0176	355960.8951	608082.677
14	22	2.5	45536.00	207.04591	178.059482	309.721337	420326.4408	361480.7391	617684.0385
14	22	2.5	45566.00	206.335791	177.44878	308.72457	426516.5145	366804.2024	626945.7756
14	22	2.5	45597.00	205.615654	176.829463	307.712452	432890.5997	372285.9158	636484.8616
14	22	2.5	45627.00	204.931561	176.241142	306.749706	439038.5466	377573.15	645687.3528
14	22	2.5	45658.00	204.238453	175.64507	305.772791	445369.9386	383018.1472	655166.3093
15	15	3	43862.00	440.463578	378.798676	582.622431	15812.7382	13598.95486	20641.90144
15	15	3	43891.00	337.54493	290.288641	464.458983	25601.54119	22017.32542	34111.21194
15	15	3	43922.00	275.339216	236.791725	393.881059	34671.43581	29817.4348	46921.95303
15	15	3	43952.00	246.358737	211.868513	361.522863	42062.19792	36173.49021	57767.63891
15	15	3	43983.00	230.963329	198.628463	344.017138	49222.06111	42330.97256	68432.17019
15	15	3	44013.00	223.784025	192.454261	335.484461	55935.58186	48104.6004	78496.704
15	15	3	44044.00	220.823759	189.908433	331.500947	62781.11839	53991.76181	88773.23334
15	15	3	44075.00	220.598422	189.714643	330.43508	69619.66947	59872.91574	99016.72085
15	15	3	44105.00	221.812143	190.758444	330.926384	76274.03376	65595.66903	108944.5124
15	15	3	44136.00	223.663761	192.350834	332.093038	83207.61035	71558.5449	119239.3966
15	15	3	44166.00	225.399994	193.843995	333.198899	89969.61019	77373.86476	129235.3635
15	15	3	44197.00	226.753929	195.008379	333.914832	96998.98198	83419.12451	139586.7233
15	15	3	44228.00	227.480915	195.633587	334.009019	104050.8904	89483.76571	149941.0029
15	15	3	44256.00	227.594182	195.730997	333.554676	110423.5275	94964.23362	159280.5339
15	15	3	44287.00	227.107444	195.312402	332.452213	117463.8582	101018.9181	169586.5525
15	15	3	44317.00	226.161053	194.498505	330.923307	124248.6898	106853.8732	179514.2517
15	15	3	44348.00	224.803631	193.331122	328.978481	131217.6023	112847.138	189712.5846
15	15	3	44378.00	223.245883	191.991459	326.871249	137914.9788	118606.8818	199518.722
15	15	3	44409.00	221.480881	190.473558	324.546082	144780.8861	124511.5621	209579.6506
15	15	3	44440.00	219.622662	188.875489	322.137599	151589.1887	130366.7022	219565.9161
15	15	3	44470.00	217.79731	187.305686	319.790678	158123.1079	135985.8728	229159.6365
15	15	3	44501.00	215.925176	185.695651	317.392018	164816.7884	141742.438	238998.789
15	15	3	44531.00	214.156215	184.174345	315.126008	171241.4749	147267.6684	248452.5693
15	15	3	44562.00	212.396483	182.660974	312.865923	177825.7658	152930.1586	258151.4129
15	15	3	44593.00	210.719748	181.218983	310.701125	184358.078	158547.9471	267783.1477
15	15	3	44621.00	209.283721	179.984	308.833823	190218.0222	163587.4991	276430.4948
15	15	3	44652.00	207.781331	178.691945	306.865874	196659.2434	169126.9494	285943.3369
15	15	3	44682.00	206.406555	177.509637	305.051182	202851.4401	174452.2385	295094.8723
15	15	3	44713.00	205.067127	176.357729	303.267729	209208.521	179919.3281	304496.1719
15	15	3	44743.00	203.845687	175.307291	301.625975	215323.8917	185178.5468	313544.9512
15	15	3	44774.00	202.651776	174.280527	300.007129	221606.0967	190581.2432	322845.1722
15	15	3	44805.00	201.515478	173.303311	298.454565	227853.0765	195953.6458	332097.2637
15	15	3	44835.00	200.461555	172.396938	297.005283	233866.9232	201125.5539	341007.4222
15	15	3	44866.00	199.413866	171.495924	295.556688	240048.753	206441.9276	350169.6795
15	15	3	44896.00	198.434771	170.653903	294.196633	246001.7961	211561.5447	358995.5785
15	15	3	44927.00	197.453527	169.810034	292.829578	252122.8555	216825.6557	368073.2954
15	15	3	44958.00	196.499094	168.989221	291.496913	258214.3274	222064.3216	377109.6997
15	15	3	44986.00	195.656835	168.264878	290.318873	263692.7188	226775.7381	385238.6281
15	15	3	45017.00	194.746768	167.48222	289.043484	269729.8686	231967.687	394198.9762
15	15	3	45047.00	193.886792	166.742641	287.835816	275546.4723	236969.9662	402834.0506
15	15	3	45078.00	193.018206	165.995657	286.613998	281530.0367	242115.8316	411719.0846
15	15	3	45108.00	192.192829	165.285833	285.452254	287295.8216	247074.4066	420282.6522
15	15	3	45139.00	191.355306	164.565563	284.272495	293227.8361	252175.939	429095.0996
15	15	3	45170.00	190.532741	163.858157	283.11302	299134.351	257255.5419	437871.6032
15	15	3	45200.00	189.750519	163.185446	282.00998	304826.8666	262151.1053	446331.9026
15	15	3	45231.00	188.956737	162.502793	280.890077	310684.5254	267188.6919	455039.495
15	15	3	45261.00	188.202162	161.853859	279.824469	316330.5903	272044.3076	463434.2291
15	15	3	45292.00	187.436828	161.195672	278.742297	322141.132	277041.3735	472075.2403
15	15	3	45323.00	186.68589	160.549865	277.678951	327928.3945	282018.4193	480683.2877
15	15	3	45352.00	185.997215	159.957605	276.702056	333322.3138	286657.1899	488707.6474
15	15	3	45383.00	185.277013	159.338231	275.678146	339065.9012	291596.675	497253.6699
15	15	3	45413.00	184.592489	158.74954	274.703712	344603.6759	296359.1612	505494.7812
15	15	3	45444.00	183.898225	158.152474	273.714041	350304.5208	301261.8879	513979.9165
15	15	3	45474.00	183.238545	157.585148	272.772379	355801.6772	305989.4424	522163.0879
15	15	3	45505.00	182.569684	157.009928	271.816277	361461.3374	310856.7501	530589.3925
15	15	3	45536.00	181.913468	156.445582	270.876935	367100.6549	315706.5632	538986.5775
15	15	3	45566.00	181.289969	155.909373	269.983164	372539.354	320383.8444	547086.0724
15	15	3	45597.00	180.657597	155.365533	269.07537	378139.7395	325200.1759	555427.4089
15	15	3	45627.00	180.056576	154.848656	268.211401	383541.4368	329845.6356	563473.7509
15	15	3	45658.00	179.446866	154.324305	267.333663	389104.2896	334629.6891	571761.0944
15	25	3.5	43862.00	526.919707	453.150948	703.854631	18821.91827	16186.84971	24711.83795
15	25	3.5	43891.00	403.455044	346.971338	562.468478	30522.11455	26249.01851	41023.42383
15	25	3.5	43922.00	339.312622	291.808855	489.958134	41040.80583	35295.09302	56212.126
15	25	3.5	43952.00	307.631011	264.562669	454.082206	50269.73617	43231.9731	69834.59218
15	25	3.5	43983.00	293.559592	252.461249	437.455469	59370.08352	51058.27182	83395.71172
15	25	3.5	44013.00	288.108222	247.773071	430.303492	68013.33018	58491.46396	96304.81647
15	25	3.5	44044.00	286.883345	246.719677	427.697302	76906.71386	66139.77392	109563.4328
15	25	3.5	44075.00	287.621361	247.354371	427.222805	85822.97605	73807.7594	122807.3398
15	25	3.5	44105.00	288.795599	248.364216	427.301747	94486.84405	81258.68588	135626.3922
15	25	3.5	44136.00	289.633455	249.084772	427.055644	103465.4812	88980.3138	148865.1171
15	25	3.5	44166.00	289.671269	249.117292	426.077827	112155.6192	96453.83255	161647.4519
15	25	3.5	44197.00	288.82589	248.390265	424.218626	121109.2218	104153.9308	174798.2293
15	25	3.5	44228.00	287.217023	247.00664	421.626405	130012.9495	111811.1366	187868.6479
15	25	3.5	44256.00	285.292207	245.351298	418.833092	138001.1313	118680.973	199595.9744
15	25	3.5	44287.00	282.793137	243.202097	415.416494	146767.7186	126220.238	212473.8858
15	25	3.5	44317.00	280.20663	240.977701	411.967794	155173.9175	133449.569	224832.9196
15	25	3.5	44348.00	277.478664	238.631652	408.375688	163775.7561	140847.1502	237492.5659
15	25	3.5	44378.00	274.865069	236.383959	404.950399	172021.7081	147938.669	249641.0779
15	25	3.5	44409.00	272.240814	234.1271	401.513825	180461.1734	155196.6091	262088.0065
15	25	3.5	44440.00	269.723185	231.961938	398.211384	188822.5921	162387.4292	274432.5594
15	25	3.5	44470.00	267.401633	229.965404	395.154651	196844.6411	169286.3913	286287.1989
15	25	3.5	44501.00	265.123631	228.006323	392.143141	205063.4736	176354.5873	298443.6363
15	25	3.5	44531.00	263.032841	226.208244	389.364739	212954.4589	183140.8346	310124.5784
15	25	3.5	44562.00	260.98596	224.447926	386.628423	221045.0237	190098.7204	322110.0595
15	25	3.5	44593.00	259.042818	222.776823	384.016439	229075.351	197004.8019	334014.5692
15	25	3.5	44621.00	257.365234	221.334101	381.750118	236281.5776	203202.1567	344703.5725
15	25	3.5	44652.00	255.592853	219.809853	379.342559	244204.956	210016.2622	356463.1918
15	25	3.5	44682.00	253.94919	218.396303	377.098946	251823.4317	216568.1513	367776.1602
15	25	3.5	44713.00	252.320856	216.995935	374.86527	259645.3782	223295.0253	379396.9835
15	25	3.5	44743.00	250.810681	215.697185	372.782251	267169.6987	229765.9408	390580.4511
15	25	3.5	44774.00	249.316028	214.411784	370.709397	274898.4955	236412.7061	402072.4424
15	25	3.5	44805.00	247.873438	213.171157	368.701481	282582.5721	243021.012	413502.1883
15	25	3.5	44835.00	246.521804	212.008752	366.814383	289978.2263	249381.2746	424506.6197
15	25	3.5	44866.00	245.168747	210.845123	364.919746	297578.4574	255917.4734	435819.1319
15	25	3.5	44896.00	243.896126	209.750668	363.133647	304895.3412	262209.9935	446713.1413
15	25	3.5	44927.00	242.617523	208.651071	361.335478	312416.4845	268678.1766	457914.5411
15	25	3.5	44958.00	241.373175	207.58093	359.582074	319899.0529	275113.1855	469061.5854
15	25	3.5	44986.00	240.275938	206.637307	358.033369	326626.7792	280899.0301	479086.5197
15	25	3.5	45017.00	239.091739	205.618896	356.358868	334038.6231	287273.2159	490133.6446
15	25	3.5	45047.00	237.976653	204.659922	354.777841	341177.9227	293413.0135	500776.9798
15	25	3.5	45078.00	236.853555	203.694058	353.181952	348520.3829	299727.5293	511725.6203
15	25	3.5	45108.00	235.791418	202.780621	351.670251	355594.1255	305810.9479	522275.7279
15	25	3.5	45139.00	234.720427	201.859567	350.142997	362870.4587	312068.5945	533130.1608
15	25	3.5	45170.00	233.675637	200.961048	348.649907	370114.4034	318298.387	543938.308
15	25	3.5	45200.00	232.688179	200.111834	347.235757	377095.0488	324301.742	554355.3807
15	25	3.5	45231.00	231.691873	199.255011	345.805868	384277.4969	330478.6473	565075.3626
15	25	3.5	45261.00	230.749516	198.444583	344.450709	391199.9824	336431.9848	575408.8839
15	25	3.5	45292.00	229.798037	197.626311	343.079617	398323.7215	342558.4005	586044.352
15	25	3.5	45323.00	228.870154	196.828333	341.738923	405418.6963	348660.0788	596638.2586
15	25	3.5	45352.00	228.022364	196.099232	340.510931	412031.3448	354346.9566	606513.0756
15	25	3.5	45383.00	227.135267	195.33633	339.223734	419072.5381	360402.3828	617029.0113
15	25	3.5	45413.00	226.294911	194.613623	338.002208	425861.3854	366240.7915	627169.0776
15	25	3.5	45444.00	225.446418	193.88392	336.765686	432850.2244	372251.193	637608.8138
15	25	3.5	45474.00	224.645951	193.195519	335.59514	439589.6029	378047.0585	647676.668
15	25	3.5	45505.00	223.838835	192.501398	334.411295	446528.6068	384014.6019	658043.4182
15	25	3.5	45536.00	223.047038	191.820453	333.24838	453443.065	389961.0359	668374.118
15	25	3.5	45566.00	222.295006	191.173706	332.142364	460111.9152	395696.2471	678338.3889
15	25	3.5	45597.00	221.535731	190.520729	331.022674	466979.5229	401602.3897	688600.0918
15	25	3.5	45627.00	220.817938	189.903427	329.96107	473604.061	407299.4925	698498.9239
15	25	3.5	45658.00	220.097849	189.284151	328.89088	480427.0943	413167.3011	708694.5412
16	16	3	43862.00	460.504326	396.03372	610.439514	16563.60407	14244.6995	21650.29124
16	16	3	43891.00	351.188979	302.022522	485.266727	26748.08446	23003.35264	35723.02632
16	16	3	43922.00	294.010011	252.848609	420.468258	35862.39482	30841.65955	48757.54231
16	16	3	43952.00	262.676962	225.902187	385.209626	43742.70366	37618.72515	60313.83108
16	16	3	43983.00	246.435815	211.934801	366.625902	51382.21393	44188.70398	71679.23405
16	16	3	44013.00	239.103138	205.628699	357.815406	58555.30809	50357.56496	82413.69622
16	16	3	44044.00	236.317604	203.23314	353.910653	65881.15382	56657.79229	93384.92645
16	16	3	44075.00	236.33745	203.250207	353.00614	73207.61477	62958.5487	104328.1168
16	16	3	44105.00	237.706027	204.427183	353.583346	80338.79556	69091.36418	114935.6172
16	16	3	44136.00	239.502538	205.972183	354.628047	87763.37423	75476.50184	125929.0866
16	16	3	44166.00	241.028442	207.28446	355.451662	94994.22748	81695.03564	136592.6365
16	16	3	44197.00	242.015544	208.133367	355.723068	102496.7093	88147.17003	147620.0516
16	16	3	44228.00	242.285613	208.365627	355.284745	110007.5633	94606.50445	158633.8787
16	16	3	44256.00	241.954781	208.081112	354.320191	116782.2972	100432.7756	168554.844
16	16	3	44287.00	240.984873	207.246991	352.676256	124252.8283	106857.4323	179487.808
16	16	3	44317.00	239.610821	206.065307	350.663016	131441.1529	113039.3915	190007.6984
16	16	3	44348.00	237.868815	204.56718	348.280171	138815.0861	119380.9741	200804.3837
16	16	3	44378.00	235.998456	202.958672	345.804589	145895.0398	125469.7343	211178.5214
16	16	3	44409.00	233.945505	201.193135	343.137738	153147.3505	131706.7214	221815.7913
16	16	3	44440.00	231.852361	199.39303	340.444322	160334.7737	137887.9054	232369.5653
16	16	3	44470.00	229.839218	197.661728	337.863609	167229.9502	143817.7572	242505.4736
16	16	3	44501.00	227.811944	195.918272	335.264942	174292.1205	149891.2236	252898.6868
16	16	3	44531.00	225.92543	194.29587	332.840215	181069.8834	155720.0997	262883.8932
16	16	3	44562.00	224.075645	192.705055	330.448737	188016.2284	161693.9564	273127.8041
16	16	3	44593.00	222.33169	191.205253	328.176362	194908.5108	167621.3193	283301.2713
16	16	3	44621.00	220.838138	189.920799	326.216595	201091.9787	172939.1016	292435.336
16	16	3	44652.00	219.28057	188.58129	324.156806	207889.6763	178785.1216	302484.197
16	16	3	44682.00	217.864249	187.363254	322.266197	214425.6038	184406.0193	312152.1829
16	16	3	44713.00	216.485674	186.177679	320.409051	221136.6597	190177.5273	322084.8635
16	16	3	44743.00	215.219032	185.088368	318.68906	227593.2306	195730.1784	331645.5353
16	16	3	44774.00	213.970437	184.014576	316.98165	234226.3142	201434.6302	341471.9664
16	16	3	44805.00	212.772667	182.984494	315.334506	240822.2669	207107.1495	351247.3361
16	16	3	44835.00	211.654272	182.022674	313.790431	247171.895	212567.8297	360661.049
16	16	3	44866.00	210.537396	181.06216	312.242892	253698.5543	218180.7567	370340.5787
16	16	3	44896.00	209.487799	180.159507	310.784601	259983.1883	223585.5419	379664.1167
16	16	3	44927.00	208.432179	179.251673	309.314876	266444.5858	229142.3438	389252.8778
16	16	3	44958.00	207.402516	178.366164	307.878771	272874.0638	234671.6949	398797.1197
16	16	3	44986.00	206.496413	177.586915	306.61152	278655.9634	239644.1285	407382.2423
16	16	3	45017.00	205.514869	176.742788	305.236644	285026.9243	245123.1549	416844.5782
16	16	3	45047.00	204.583178	175.941534	303.930547	291164.4197	250401.4009	425962.4946
16	16	3	45078.00	203.638962	175.129507	302.606354	297477.2275	255830.4156	435343.2916
16	16	3	45108.00	202.7422	174.358292	301.348157	303559.4935	261061.1644	444383.7363
16	16	3	45139.00	201.833252	173.576597	300.071754	309816.3243	266442.0389	453685.9607
16	16	3	45170.00	200.941899	172.810033	298.81867	316045.5232	271799.15	462949.3395
16	16	3	45200.00	200.095735	172.082332	297.627616	322048.3953	276961.6199	471878.1679
16	16	3	45231.00	199.23875	171.345326	296.419598	328224.7965	282273.325	481067.1755
16	16	3	45261.00	198.426171	170.646507	295.272342	334177.5816	287392.7202	489925.3457
16	16	3	45292.00	197.606829	169.941873	294.112402	340303.3934	292660.9183	499042.8302
16	16	3	45323.00	196.803475	169.250988	292.973821	346404.3011	297907.6989	508125.0186
16	16	3	45352.00	196.065893	168.616669	291.927249	352090.212	302797.5823	516590.9088
16	16	3	45383.00	195.293047	167.95202	290.829083	358144.2964	308004.0949	525606.6104
16	16	3	45413.00	194.559753	167.321387	289.785614	363981.089	313023.7366	534300.1788
16	16	3	45444.00	193.817142	166.682742	288.727293	369989.4204	318190.9016	543250.7249
16	16	3	45474.00	193.112344	166.076615	287.721491	375782.7907	323173.2	551882.3696
16	16	3	45505.00	192.398418	165.462639	286.701198	381747.1417	328302.5419	560770.1067
16	16	3	45536.00	191.698504	164.860713	285.699437	387689.7953	333413.224	569626.7893
16	16	3	45566.00	191.033841	164.289103	284.746701	393420.8105	338341.8971	578169.1903
16	16	3	45597.00	190.362287	163.711567	283.781558	399322.0414	343416.9556	586966.4186
16	16	3	45627.00	189.724737	163.163273	282.863625	405013.7835	348311.8538	595452.3273
16	16	3	45658.00	189.077513	162.606662	281.930493	410875.1865	353352.6604	604192.1726
17	21	2	43862.00	518.328574	445.762573	690.110448	18545.75328	15949.34782	24296.98889
17	21	2	43891.00	395.666699	340.273362	549.807287	30020.08756	25817.2753	40241.40022
17	21	2	43922.00	332.121006	285.624065	478.107388	40315.83874	34671.62131	55062.72923
17	21	2	43952.00	301.450439	259.247378	443.402261	49359.35193	42449.04266	68364.79706
17	21	2	43983.00	287.504195	247.253608	427.019084	58271.98199	50113.90451	81602.38866
17	21	2	44013.00	282.437956	242.896642	420.341574	66745.12067	57400.80377	94212.6359
17	21	2	44044.00	281.799554	242.347616	418.415566	75480.90683	64913.57987	107183.5184
17	21	2	44075.00	283.220601	243.569717	418.720364	84260.74546	72464.24109	120163.8497
17	21	2	44105.00	284.979549	245.082412	419.479051	92810.13194	79816.71347	132748.2213
17	21	2	44136.00	286.325999	246.240359	419.844364	101686.2379	87450.16459	145763.3965
17	21	2	44166.00	286.761815	246.615161	419.364672	110289.0923	94848.61942	158344.3367
17	21	2	44197.00	286.227157	246.155355	417.919365	119162.1342	102479.4354	171299.837
17	21	2	44228.00	284.846403	244.967906	415.655623	127992.3727	110073.4405	184185.1613
17	21	2	44256.00	283.050929	243.423798	413.082014	135917.7987	116889.3069	195751.4577
17	21	2	44287.00	280.604472	241.319846	409.796669	144616.5373	124370.2221	208455.1545
17	21	2	44317.00	277.992438	239.073497	406.395106	152956.3105	131542.427	220647.0077
17	21	2	44348.00	275.188096	236.661762	402.800107	161487.1414	138878.9416	233133.811
17	21	2	44378.00	272.48521	234.33728	399.368967	169661.6977	145909.0601	245114.88
17	21	2	44409.00	269.759469	231.993143	395.914026	178024.2413	153100.8475	257388.2148
17	21	2	44440.00	267.150318	229.749273	392.603359	186305.9011	160223.075	269558.9189
17	21	2	44470.00	264.762159	227.695457	389.567727	194248.7659	167053.9387	281245.9507
17	21	2	44501.00	262.452173	225.708868	386.608282	202384.7832	174050.9136	293230.8074
17	21	2	44531.00	260.348282	223.899523	383.893543	210195.2317	180767.8993	304747.6137
17	21	2	44562.00	258.301459	222.139254	381.233793	218202.5769	187654.2162	316565.8613
17	21	2	44593.00	256.36905	220.477383	378.705817	226150.0175	194489.015	328305.7416
17	21	2	44621.00	254.707006	219.048025	376.519065	233281.8136	200622.3597	338848.2754
17	21	2	44652.00	252.959376	217.545063	374.206322	241123.5543	207366.2567	350448.6714
17	21	2	44682.00	251.347924	216.159215	372.062922	248663.992	213851.0331	361610.5591
17	21	2	44713.00	249.754324	214.788718	369.933939	256406.376	220509.4834	373078.5112
17	21	2	44743.00	248.269317	213.511613	367.944151	263854.4555	226914.8318	384116.8357
17	21	2	44774.00	246.786913	212.236746	365.952911	271504.8499	233494.1709	395461.3759
17	21	2	44805.00	245.352981	211.003564	364.023391	279110.7923	240035.2814	406746.101
17	21	2	44835.00	244.005778	209.844968	362.207815	286430.9656	246330.6304	417612.3355
17	21	2	44866.00	242.64893	208.67808	360.377087	293953.0824	252799.6509	428784.0251
17	21	2	44896.00	241.367119	207.575723	358.64561	301194.096	259026.9226	439543.3934
17	21	2	44927.00	240.074475	206.464049	356.897208	308636.4048	265427.3081	450607.2069
17	21	2	44958.00	238.812716	205.378937	355.188104	316039.599	271794.0551	461618.0381
17	21	2	44986.00	237.697781	204.420091	353.675739	322695.1368	277517.8177	471520.9588
17	21	2	45017.00	236.492372	203.383441	352.038123	330026.4004	283822.7043	482434.1406
17	21	2	45047.00	235.352733	202.40335	350.487677	337086.9824	289894.8048	492948.7709
17	21	2	45078.00	234.203344	201.414876	348.921602	344347.286	296138.666	503765.3406
17	21	2	45108.00	233.116879	200.480516	347.439079	351340.7924	302153.0815	514188.513
17	21	2	45139.00	232.025147	199.541627	345.945038	358533.572	308338.8719	524912.8092
17	21	2	45170.00	230.960565	198.626087	344.484934	365693.3495	314496.2806	535591.8421
17	21	2	45200.00	229.952734	197.759351	343.100646	372591.9315	320429.0611	545884.8615
17	21	2	45231.00	228.934594	196.883751	341.700038	379688.9039	326532.4574	556477.5626
17	21	2	45261.00	227.970671	196.054777	340.371999	386528.0241	332414.1007	566688.7226
17	21	2	45292.00	226.99685	195.217291	339.028092	393564.9264	338465.8367	577198.5935
17	21	2	45323.00	226.045611	194.399225	337.712631	400572.3404	344492.2127	587667.685
17	21	2	45352.00	225.173982	193.649624	336.505439	407102.3858	350108.0518	597426.3427
17	21	2	45383.00	224.26226	192.865543	335.240768	414054.5159	356086.8837	607818.8066
17	21	2	45413.00	223.399585	192.123644	334.04201	420756.5034	361850.593	617840.0669
17	21	2	45444.00	222.530591	191.376308	332.831396	427654.9518	367783.2585	628157.8401
17	21	2	45474.00	221.706254	190.667378	331.681655	434306.1394	373503.2799	638108.2898
17	21	2	45505.00	220.871747	189.949703	330.516253	441153.1635	379391.7206	648354.2936
17	21	2	45536.00	220.054475	189.246849	329.373313	447974.8523	385258.373	658564.8663
17	21	2	45566.00	219.283189	188.583543	328.291621	454553.348	390915.8792	668413.615
17	21	2	45597.00	218.504925	187.914235	327.197498	461327.0006	396741.2205	678556.7374
17	21	2	45627.00	217.765867	187.278645	326.157272	467859.9766	402359.5799	688341.4555
17	21	2	45658.00	217.015808	186.633595	325.100645	474587.4667	408145.2213	698419.5755
17	23	3	43862.00	526.369069	452.6774	702.439411	18808.87103	16175.62909	24679.26705
17	23	3	43891.00	401.343273	345.155214	559.491681	30447.82593	26185.1303	40904.5258
17	23	3	43922.00	335.58206	288.600572	485.465293	40850.8698	35131.74803	55953.9499
17	23	3	43952.00	305.492515	262.723563	451.28408	50015.64524	43013.45491	69492.47228
17	23	3	43983.00	292.310535	251.38706	435.623234	59077.27184	50806.45379	82996.79253
17	23	3	44013.00	287.696735	247.419192	429.359675	67708.17389	58229.02954	95877.58279
17	23	3	44044.00	287.339949	247.112356	427.672391	76615.71231	65889.51258	109135.4269
17	23	3	44075.00	288.80492	248.372232	427.970785	85568.66484	73589.05176	122402.5213
17	23	3	44105.00	290.470254	249.804419	428.58036	94282.77246	81083.18431	135259.9321
17	23	3	44136.00	291.595844	250.772425	428.65939	103322.2436	88857.12951	148548.3732
17	23	3	44166.00	291.773103	250.924869	427.855258	112075.4367	96384.87557	161384.0309
17	23	3	44197.00	290.968186	250.23264	426.060373	121095.4505	104142.0874	174591.9025
17	23	3	44228.00	289.307132	248.804133	423.434681	130063.9716	111855.0155	187718.3776
17	23	3	44256.00	287.288094	247.06776	420.579904	138108.0382	118772.9128	199494.6149
17	23	3	44287.00	284.64369	244.793573	417.033687	146931.9926	126361.5136	212422.6592
17	23	3	44317.00	281.884422	242.420602	413.434427	155388.5252	133634.1317	224825.6921
17	23	3	44348.00	278.971619	239.915592	409.682735	164036.6454	141071.515	237525.8569
17	23	3	44378.00	276.190883	237.52416	406.111966	172322.3719	148197.2398	249709.2158
17	23	3	44409.00	273.420483	235.141616	402.550511	180798.4069	155486.6299	262188.2817
17	23	3	44440.00	270.795679	232.884284	399.159779	189193.0729	162706.0427	274562.2348
17	23	3	44470.00	268.402566	230.826207	396.048435	197245.1499	169630.8289	286443.6879
